personId,partitionDate,signedOffSwt,amountType,wages,hoursAmount,daysAmount,combinedPayCodeSwt,payCode,payCodeId,wageMultiplier,payPeriodWeek,payPeriodNumber,laborTransferSwt,wageAddition,orgTransferSwt,orgId,isFromCorrection,costCenterId,laborEntryName1,laborEntryName2,laborEntryName3,laborEntryName4,laborEntryName5,laborEntryName6,uniqueId,updateDtm,costCenter,laborEntryDesc1,laborEntryDesc2,laborEntryDesc3,laborEntryDesc4,laborEntryDesc5,laborEntryDesc6,assignmentId
21046,2024-06-30,,HOUR,0.0,12.25,0.0,false,WKN,219,1.0,,,true,0.0,false,12602,false,9948,548013020004,Empty,Empty,,,,-1003279672631062437,2024-07-03 10:55:39.97637,54801010,RN,Empty,Empty,,,,
71402,2024-10-30,,HOUR,0.0,5.616666666666666,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,8111,false,11077,550694650011,Empty,Empty,,,,-1003300070391602478,2024-11-05 11:41:44.278791,55069465,Claims Analyst,Empty,Empty,,,,
17148,2024-10-10,,HOUR,0.0,4.583333333333333,0.0,false,SHF2,165,1.0,,,false,0.0,false,6540,false,10112,548051760000,Empty,Empty,,,,-1003351746472212291,2024-10-12 10:38:15.782172,54805176,Respiratory Therapist RRT,Empty,Empty,,,,
16309,2023-05-12,,HOUR,0.0,8.55,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,4363,false,9379,543535870002,Empty,Empty,,,,-100338204851730923,2024-04-23 10:59:22.006889,54353587,Office Manager,Empty,Empty,,,,
1248501,2024-03-22,,HOUR,0.0,11.783333333333335,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,7121,false,4069,520050920004,Empty,Empty,,,,-1004070160583902770,2024-04-23 10:59:30.447483,52005092,Surgical Tech Certified,Empty,Empty,,,,
232514,2025-11-07,,HOUR,0.0,7.316666666666666,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,4755,false,9364,543052040003,Empty,Empty,,,,-1004812961287716909,2025-11-17 12:22:58.006046,54305204,Ultrasound Tech Lead,Empty,Empty,,,,
12506,2025-03-23,,HOUR,0.0,9.833333333333334,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,5249,false,7898,54001302P004,Empty,Empty,,,,-1004862651910748517,2025-03-24 19:04:06.602386,54001302,RN,Empty,Empty,,,,
1284572,2025-10-09,,HOUR,0.0,6.0,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,4994,false,7385,530051390224,Empty,Empty,,,,-10053237898339755,2025-10-01 19:03:29.75379,53005139,Occupational Therapy Assistant Certified,Empty,Empty,,,,
1296999,2024-03-29,,HOUR,0.0,8.200000000000001,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,8760,false,8121,540090320001,Empty,Empty,,,,-1005500792549439004,2024-05-07 10:55:55.274997,54009032,Central Processing Tech I,Empty,Empty,,,,
1368517,2024-10-08,,HOUR,0.0,8.066666666666666,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,5533,false,10031,548055610003,Empty,Empty,,,,-1005518216261341279,2024-10-09 10:40:23.197515,54805561,Phlebotomist,Empty,Empty,,,,
71945,2023-05-11,,HOUR,0.0,1.5666666666666667,0.0,true,Analytics - Total Overtime,1501,1.0,,,false,0.0,false,11341,false,11255,551551980002,Empty,Empty,,,,-100558948980017185,2024-04-23 10:59:22.006889,55155198,Surgical First Assistant Certified,Empty,Empty,,,,
71744,2025-10-10,,HOUR,0.0,4.1,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,5593,false,11404,553531020005,Empty,Empty,,,,-1005669704304920152,2025-10-10 19:03:26.39334,55353102,Physical Therapist,Empty,Empty,,,,
148593,2023-04-25,,HOUR,0.0,8.0,0.0,false,FMLE,156,1.0,,,false,0.0,false,21859,false,6726,525497900001,Empty,Empty,,,,-100584472975623403,2024-04-01 17:04:52.526499,52544979,PA-C,Empty,Empty,,,,
47064,2024-01-24,,HOUR,0.0,9.816666666666666,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,11018,false,4077,520051980008,Empty,Empty,,,,-1006016461643353593,2024-04-11 11:01:07.561514,52005198,Surgical Tech Certified,Empty,Empty,,,,
61700,2024-12-27,,HOUR,0.0,4.483333333333333,0.0,false,SHF2,165,1.0,,,false,0.0,false,9297,false,4010,520010100012,Empty,Empty,,,,-1006388202880748623,2024-12-29 11:35:47.055868,52001010,RN,Empty,Empty,,,,
1251457,2024-04-25,,HOUR,0.0,7.5,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,4662,false,9318,543070060009,Empty,Empty,,,,-1006491878910856786,2024-05-08 10:55:45.960663,54307006,Mgr Community Outreach,Empty,Empty,,,,
54202,2025-07-15,,HOUR,0.0,13.816666666666666,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,49922,false,7069,526551980025,Empty,HHS CERT,,,,-1006518332521501532,2025-07-28 13:02:23.609517,52655198,Clinical Coordinator,Empty,HHS CERT,,,,
18501,2022-10-04,,HOUR,0.0,8.233333333333333,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,8655,false,757,505078200101,Empty,,,,,-1006613908967109333,2024-04-01 17:04:51.511633,50507820,Customer Service Coordinator,Empty,,,,,
55699,2025-10-16,,HOUR,0.0,8.0,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,11805,false,4241,520180500005,Empty,Empty,,,,-1006834666347130633,2025-10-17 11:07:28.648474,52018050,Scheduler,Empty,Empty,,,,
71612,2025-07-11,,HOUR,0.0,7.966666666666667,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,9536,false,10858,550090200011,Empty,Empty,,,,-1007395794370175386,2025-07-12 11:03:29.999879,55009020,Supv Maintenance,Empty,Empty,,,,
1210993,2024-07-20,,HOUR,0.0,8.083333333333332,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,17892,false,10829,550190200004,Empty,Empty,,,,-1007609352115547673,2024-07-23 10:43:27.720781,55019020,Electrician,Empty,Empty,,,,
1410924,2025-01-21,,HOUR,0.0,10.416666666666666,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,10473,false,10378,548566930009,Empty,Empty,,,,-1007704359227509348,2025-01-23 11:45:41.508833,54856693,LPN,Empty,Empty,,,,
1377274,2024-10-21,,HOUR,0.0,10.6,0.0,false,REG,114,1.0,,,false,0.0,false,15488,false,22017,507013020291,Empty,CERTPAY1,,,,-1007990287049823182,2024-10-23 10:42:26.571604,50701302,RN,Empty,CERTPAY1,,,,
1401137,2025-06-16,,HOUR,0.0,12.066666666666666,0.0,false,REG,114,1.0,,,false,0.0,false,8035,false,4073,520051341006,Empty,Empty,,,,-1008041310422343453,2025-06-17 15:06:41.975637,52005134,Clinical Pharmacist I,Empty,Empty,,,,
70978,2023-10-11,,HOUR,0.0,8.166666666666666,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,7059,false,11077,550694650003,Empty,Empty,,,,-1008263752382688949,2024-05-08 10:55:45.82707,55069465,Specialist,Empty,Empty,,,,
181052,2025-08-13,,HOUR,0.0,10.65,0.0,false,REG,114,1.0,,,false,0.0,false,7872,false,4068,520050680002,Empty,Empty,,,,-1008332169848522413,2025-08-22 11:14:48.720199,52005068,RN,Empty,Empty,,,,
12800,2023-06-07,,HOUR,0.0,10.366666666666667,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,10088,false,8101,540050360008,CL3-PMC,Empty,,,,-1008345251667894843,2024-04-25 11:07:01.270868,54005036,RN IV,Career Ladder 3 - PMC,Empty,,,,
40429,2025-11-24,,HOUR,0.0,8.783333333333333,0.0,true,Worked Hours,2000000008,1.0,,,true,0.0,true,64207,false,1387,507092760118,Empty,Empty,,,,-1008616964868214258,2025-11-24 22:02:27.098001,50701106,Staffing Coordinator,Empty,Empty,,,,
14388,2023-04-13,,HOUR,0.0,8.45,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,8760,false,8121,540090320002,Empty,Empty,,,,-1008836357152480391,2024-04-01 17:04:52.526499,54009032,Sterile Processing Tech II,Empty,Empty,,,,
73198,2024-05-31,,HOUR,0.0,12.1,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,17908,false,22165,553013070001,Empty,Empty,,,,-1009028285998493710,2024-06-03 11:23:39.835631,55301307,RN,Empty,Empty,,,,
72017,2026-07-13,,HOUR,0.0,8.0,0.0,false,REG,114,1.0,,,false,0.0,false,58504,false,268,102007520005,Empty,Empty,,,,-1009044892750797384,2025-07-25 17:02:41.224538,1020752,EHR Trainer,Empty,Empty,,,,
54420,2024-06-05,,HOUR,0.0,10.183333333333334,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,11387,false,7281,528090200008,Empty,Empty,,,,-1009743633861356912,2024-06-07 11:54:31.132518,52809020,Maintenance Tech,Empty,Empty,,,,
23170,2024-05-31,,HOUR,0.0,4.216666666666667,0.0,false,SHF2,165,1.0,,,true,0.0,true,10486,false,10106,548010170001,Empty,Empty,,,,-1009773870424358702,2024-06-02 11:05:15.827805,54805058,Patient Safety Attendant,Empty,Empty,,,,
49120,2024-07-16,,HOUR,0.0,8.0,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,10212,false,4083,520090200018,Empty,Empty,,,,-1009837018141515867,2024-05-08 10:55:45.962489,52009020,Mgr Facilities,Empty,Empty,,,,
29615,2025-12-31,,HOUR,0.0,7.3,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,4811,false,9274,54305198U011,Empty,Empty,,,,-1009846258386809351,2025-12-31 20:04:21.412336,54305198,Operating Room Aide,Empty,Empty,,,,
1494258,2025-06-04,,HOUR,0.0,11.933333333333334,0.0,false,ORN,211,1.0,,,false,0.0,false,5866,false,513,505010166666,Empty,Empty,,,,-1009886385747171995,2025-06-05 13:04:19.580006,50501016,Non-Employed RN,Empty,Empty,,,,
70874,2025-05-21,,HOUR,0.0,5.9,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,23260,false,30469,100592040024,Empty,Empty,,,,-1010044943445694544,2025-05-22 11:05:06.342822,10059204,Accounts Payable Specialist,Empty,Empty,,,,
74695,2025-10-04,,HOUR,0.0,12.15,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,18063,false,10574,550010090005,Empty,Empty,,,,-1010529556159274419,2025-10-06 15:07:42.634549,55001009,RN,Empty,Empty,,,,
10001,2024-03-19,,HOUR,0.0,8.0,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,4400,false,2575,512585170217,Empty,Empty,,,,-1010746765987509677,2024-05-08 10:55:45.853476,51258517,Mgr Nursing,Empty,Empty,,,,
16125,2022-10-20,,HOUR,0.0,5.133333333333334,0.0,false,SHF2,165,1.0,,,false,0.0,false,7250,false,10065,548050920007,Empty,,,,,-1010747575398302053,2024-04-23 10:59:21.747408,54805092,RN,Empty,,,,,
11276,2024-06-20,,HOUR,0.0,9.866666666666667,0.0,false,REG,114,1.0,,,false,0.0,true,18253,false,22155,507010100291,Empty,CERTPAY1,,,,-1010912198420889897,2024-06-21 10:49:18.310636,50701010,RN,Empty,CERTPAY1,,,,
45836,2023-11-08,,HOUR,0.0,10.166666666666668,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,11191,false,7256,527551980002,Empty,HHS CERT,,,,-1011110652437762432,2024-04-01 17:04:52.524933,52755198,RN,Empty,HHS CERT,,,,
1487114,2025-05-28,,HOUR,0.0,12.583333333333332,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,22053,false,28938,543092790001,Empty,Empty,,,,-1011211682907042852,2025-06-02 13:04:14.592699,54309279,RN Resident,Empty,Empty,,,,
10249,2024-07-25,,HOUR,0.0,4.566666666666666,0.0,false,SHF2,165,1.0,,,true,0.0,true,5800,false,1387,507011020292,Empty,CERTPAY1,,,,-1011225569923971936,2024-07-26 10:46:05.637782,50701106,RN Charge,Empty,CERTPAY1,,,,
17988,2023-09-16,,HOUR,0.0,4.4,0.0,false,SHF2,165,1.0,,,false,0.0,false,5364,false,9548,544013020001,Empty,Empty,,,,-1011245680722032807,2024-04-01 17:04:53.127914,54401302,RN,Empty,Empty,,,,
45569,2026-02-16,,HOUR,0.0,8.0,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,8098,false,5889,525347730001,Empty,Empty,,,,-1011255916003308894,2025-02-23 20:01:46.957189,52534773,Physician,Empty,Empty,,,,
71465,2024-05-12,,HOUR,0.0,12.7,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,10783,false,10488,550011020008,Empty,Empty,,,,-1011282196938513123,2024-05-13 10:56:47.788939,55001102,RN,Empty,Empty,,,,
46288,2023-07-26,,HOUR,0.0,8.0,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,9851,false,7360,527592080002,Empty,Empty,,,,-1011334622442452149,2024-04-01 17:04:52.580088,52759208,CNO,Empty,Empty,,,,
1273606,2024-07-08,,HOUR,0.0,8.483333333333334,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,37353,false,2530,512585200044,Empty,Empty,,,,-101141226443356577,2024-07-09 10:49:32.163366,51258520,Medical Assistant Certified II,Empty,Empty,,,,
44912,2025-05-09,,HOUR,0.0,12.316666666666666,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,10546,false,6849,526050230001,Empty,Empty,,,,-1011567191782991428,2025-05-10 11:04:04.832066,52605023,Monitor Tech,Empty,Empty,,,,
46655,2023-04-26,,HOUR,0.0,8.0,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,7324,false,560,160095140001,Empty,Empty,,,,-1011747589540937187,2024-04-01 17:04:52.526499,16009514,Clinical Operations Analyst,Empty,Empty,,,,
45437,2023-02-07,,HOUR,0.0,12.149999999999999,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,10861,false,7097,527511040006,Empty,Empty,,,,-1011876143841553353,2024-04-25 11:06:55.220325,52751104,RN,Empty,Empty,,,,
41053,2025-04-30,,HOUR,0.0,10.0,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,11445,false,225,130190260345,Empty,Empty,,,,-1012015200012626583,2025-05-01 13:03:12.636406,13019026,Supv Security,Empty,Empty,,,,
1395837,2026-10-26,,HOUR,0.0,8.0,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,11576,false,37,102007310002,Empty,Empty,,,,-1012137707454422116,2025-11-02 20:02:46.223568,10200731,Systems Engineer,Empty,Empty,,,,
41780,2023-08-28,,HOUR,0.0,8.0,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,23463,false,30568,100595680005,Empty,Empty,,,,-1012868750347602248,2024-04-01 17:04:52.914287,10059568,Dir Capital Purchasing,Empty,Empty,,,,
11499,2026-11-11,,HOUR,0.0,8.0,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,8722,false,1748,508092940156,Empty,Empty,,,,-1012906890398815788,2025-11-16 20:02:47.498987,50809294,Dir Quality,Empty,Empty,,,,
1251449,2025-05-24,,HOUR,11.933333,11.933333333333334,0.0,false,CL1,651,1.0,,,false,0.0,false,17116,false,22117,530011040314,CL1,Empty,,,,-1013172236263699024,2025-05-25 11:00:49.889509,53001104,RN,Career Ladder 1,Empty,,,,
61618,2024-12-23,,HOUR,0.0,12.333333333333332,0.0,false,CHG,153,1.0,,,false,0.0,true,9778,false,4103,520010040010,Empty,Empty,,,,-1013233736860161179,2024-12-27 11:40:34.396998,52001004,RN,Empty,Empty,,,,
44763,2024-03-29,,HOUR,0.0,8.0,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,9308,false,4425,520269100001,Empty,Empty,,,,-1013938963646050863,2024-05-07 10:55:55.274997,52026910,Physician,Empty,Empty,,,,
1159902,2025-01-02,,HOUR,0.0,8.133333333333333,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,8030,false,7244,530050260180,Empty,Empty,,,,-1013956575400534462,2025-01-04 11:42:25.507725,53005026,Materials Tech,Empty,Empty,,,,
1347722,2025-10-13,,HOUR,0.0,8.216666666666667,0.0,false,SPEC,851,0.0,,,true,0.0,true,7596,false,9360,543051640003,Empty,Empty,,,,-1014077833924450081,2025-10-20 15:04:07.313928,54305130,RN,Empty,Empty,,,,
46421,2024-11-06,,HOUR,0.0,7.716666666666667,0.0,false,REG,114,1.0,,,false,0.0,false,36216,false,7069,526551980023,Empty,Empty,,,,-1014316958337725091,2024-11-07 11:40:18.417881,52655198,Charge Capture Analyst,Empty,Empty,,,,
15529,2023-01-11,,HOUR,0.0,3.283333333333333,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,9200,false,10192,548555620005,Empty,Empty,,,,-1014325602323127179,2024-04-01 17:04:51.970051,54855562,RN,Empty,Empty,,,,
42070,2024-12-03,,HOUR,0.0,11.666666666666668,0.0,false,REG,114,1.0,,,false,0.0,true,18258,false,7284,530010040314,CL5,Empty,,,,-1014365610625410284,2024-12-04 11:41:20.955957,53001004,RN,Career Ladder 5,Empty,,,,
46258,2023-02-09,,HOUR,0.0,12.85,0.0,false,REG,114,1.0,,,false,0.0,false,8209,false,7155,526550580009,Empty,Empty,,,,-1014471241384200514,2024-04-25 11:06:55.220325,52655058,Patient Care Tech II,Empty,Empty,,,,
46675,2025-08-24,,HOUR,0.0,4.516666666666667,0.0,false,SHF2,165,1.0,,,false,0.0,true,7923,false,4012,520011100011,Empty,Empty,,,,-1014732072626968439,2025-08-25 17:04:41.359654,52001110,RN,Empty,Empty,,,,
256059,2023-07-02,,HOUR,0.0,10.783333333333333,0.0,false,PTON,213,1.0,,,false,0.0,false,8079,false,4059,520011060007,Empty,Empty,,,,-1014819593732427377,2024-04-01 17:04:52.15277,52001106,Patient Care Tech II,Empty,Empty,,,,
14492,2025-04-09,,HOUR,0.0,12.116666666666667,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,9056,false,10062,548050246666,Empty,Empty,,,,-1015323441466130712,2025-04-14 15:11:56.04092,54805024,Non-Employed Clinician,Empty,Empty,,,,
34780,2026-04-02,,HOUR,0.0,8.0,0.0,false,REG,114,1.0,,,false,0.0,false,47152,false,47352,102007030010,Empty,Empty,,,,-1015485226712904572,2025-07-24 17:04:33.748893,10200703,VP Business Systems,Empty,Empty,,,,
10588,2025-04-18,,HOUR,0.0,9.483333333333334,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,6417,false,10021,548051300006,Empty,Empty,,,,-1015644058039217878,2025-04-21 15:30:10.828561,54805130,RN Charge,Empty,Empty,,,,
54886,2023-01-17,,HOUR,0.0,12.100000000000001,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,10020,false,4804,521051760002,Empty,Empty,,,,-1015691958427495,2024-04-01 17:04:51.970051,52105176,Respiratory Therapist RRT,Empty,Empty,,,,
60392,2023-02-04,,HOUR,0.0,12.333333333333332,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,12018,false,7375,530010100312,CL9,Empty,,,,-101575409393036917,2024-04-25 11:06:55.220325,53001010,RN Charge,Career Ladder 9,Empty,,,,
90916,2024-09-24,,HOUR,0.0,7.9833333333333325,0.0,true,Worked Hours,2000000008,1.0,,,true,0.0,false,11099,false,6947,526051980004,Empty,Empty,,,,-1016114482954988942,2024-09-26 10:38:14.820122,52609032,Surgical Tech,Empty,Empty,,,,
74448,2023-12-23,,HOUR,0.0,26.9,0.0,true,Worked Hours,2000000008,1.0,,,true,0.0,false,9714,false,11906,555077320007,,,,,,-101624272044599720,2024-04-01 17:04:52.439704,55507732,Clinical Coordinator,,,,,,
43595,2023-01-18,,HOUR,0.0,8.133333333333333,0.0,false,REG,114,1.0,,,false,0.0,false,9286,false,4959,523050940003,Empty,Empty,,,,-1016377559540746038,2024-04-01 17:04:51.970051,52305094,Tech Medical Laboratory,Empty,Empty,,,,
216120,2024-03-12,,HOUR,0.0,7.966666666666667,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,8030,false,7244,530050260180,Empty,Empty,,,,-1016400197287029660,2024-05-01 11:08:58.687276,53005026,Materials Tech,Empty,Empty,,,,
46400,2024-06-07,,HOUR,0.0,4.816666666666666,0.0,false,SHF2,165,1.0,,,false,0.0,false,9833,false,4061,520013060009,Empty,Empty,,,,-1016448519280856609,2024-06-09 11:17:13.614773,52001306,RN,Empty,Empty,,,,
84269,2023-06-16,,HOUR,0.0,3.683333333333333,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,5025,false,11744,555076840001,Empty,Empty,,,,-101649277474028587,2024-04-23 10:59:21.892863,55507684,Medical Assistant Certified,Empty,Empty,,,,
74264,2024-02-15,,HOUR,0.0,9.25,0.0,false,TRN,217,1.0,,,false,0.0,true,14334,false,10486,550010080013,Empty,Empty,,,,-1017059660141318167,2024-05-08 10:55:45.671932,55001008,RN Charge,Empty,Empty,,,,
12979,2025-01-31,,HOUR,0.0,5.75,0.0,false,REG,114,1.0,,,false,0.0,false,6822,false,9686,544092760001,Empty,Empty,,,,-1017115396065548875,2025-02-04 11:43:52.366156,54409276,RN House Supervisor,Empty,Empty,,,,
34379,2024-12-11,,HOUR,0.0,8.0,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,21063,false,98,102001290039,Empty,Empty,,,,-101721043899359498,2024-05-08 10:55:52.26847,1020129,AVP Brand Identity - Creative Services,Empty,Empty,,,,
42010,2025-02-26,,HOUR,0.0,10.616666666666667,0.0,true,Worked Hours,2000000008,1.0,,,false,0.0,false,4802,false,4118,520051180002,Empty,Empty,,,,-1017292392778125570,2025-03-10 16:13:33.361183,52005118,Occupational Therapist,Empty,Empty,,,,
47499,2025-07-24,,HOUR,0.0,8.0,0.0,true,Actual combined hours,2000000010,1.0,,,false,0.0,false,58808,false,62511,102007230027,Empty,Empty,,,,-1017592142948355788,2025-07-25 15:08:22.732018,10200723,Mgr Desktop Support,Empty,Empty,,,,
1401144,2024-11-11,,HOUR,0.0,10.25,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,10303,false,4130,520090320002,Empty,Empty,,,,-1018201947363547232,2024-11-13 11:38:09.604432,52009032,Sterile Processing Tech I,Empty,Empty,,,,
73545,2024-08-01,,HOUR,0.0,7.983333333333333,0.0,true,Analytics - Paid Hours,1551,1.0,,,false,0.0,false,17992,false,11411,553551980014,Empty,UTHET CERT,,,,-101857759440539477,2024-08-27 11:00:05.034221,55355198,Surgical Tech Certified,Empty,UTHET CERT,,,,
14901,2023-04-20,,HOUR,0.0,7.583333333333333,0.0,false,SHF3,215,1.0,,,false,0.0,false,11327,false,8826,541092760001,Empty,Empty,,,,-1018876502241134840,2024-04-01 17:04:52.526499,54109276,RN House Supervisor,Empty,Empty,,,,
